title,artist,weeks,peak_rank,date,peak_year
Lazy Summer Night,The Four Preps,10.0,21.0,1958-08-13,1958
Leader Of The Laundromat,The Detergents,8.0,19.0,1964-12-02,1964
Leader Of The Pack,The Shangri-Las,12.0,1.0,1964-10-07,1964
Lean Jean,Bill Haley And His Comets,1.0,67.0,1958-08-06,1958
Leaning On The Lamp Post,Herman's Hermits,8.0,9.0,1966-04-06,1966
Leave Me Alone,Baby Washington,10.0,62.0,1963-07-17,1963
Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,9.0,44.0,1958-09-24,1958
Leave My Kitten Alone,Little Willie John,15.0,60.0,1961-01-25,1961
Leavin' On Your Mind,Patsy Cline,5.0,83.0,1963-01-23,1963
Leaving Here,Eddie Holland,5.0,76.0,1964-02-05,1964
Leaving On A Jet Plane,"Peter, Paul & Mary",11.0,1.0,1969-10-22,1969
Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,7.0,13.0,1958-01-01,1958
Lemon Tree,"Peter, Paul & Mary",8.0,20.0,1962-05-02,1962
Leopard-Skin Pill-Box Hat,Bob Dylan,4.0,81.0,1967-05-17,1967
Leroy,Jack Scott,5.0,56.0,1958-01-01,1958
Les Bicyclettes De Belsize,Engelbert Humperdinck,9.0,31.0,1968-10-16,1968
Let A Man Come In And Do The Popcorn (Part One),James Brown,8.0,21.0,1969-10-08,1969
Let A Man Come In And Do The Popcorn (Part Two),James Brown,3.0,56.0,1969-12-17,1969
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,11.0,36.0,1969-09-17,1969
Let It Be Me,The Everly Brothers,15.0,5.0,1967-07-19,1967
Let It Out (Let It All Hang Out),The Hombres,13.0,12.0,1967-09-13,1967
Let It Rock,Chuck Berry,8.0,64.0,1960-01-27,1960
Let Love Come Between Us,James & Bobby Purify,9.0,23.0,1967-09-06,1967
Let Me,Paul Revere & The Raiders Featuring Mark Lindsay,12.0,20.0,1969-05-14,1969
Let Me Be,The Turtles,7.0,29.0,1965-10-27,1965
Let Me Be Good To You,Carla Thomas,6.0,62.0,1966-04-27,1966
Let Me Be Lonely,Dionne Warwick,5.0,71.0,1968-06-05,1968
Let Me Be The Man My Daddy Was,The Chi-lites,3.0,94.0,1969-07-30,1969
Let Me Be The One,The Paris Sisters,5.0,74.0,1962-05-09,1962
Let Me Belong To You,Brian Hyland,11.0,20.0,1961-08-02,1961
Let Me Call You Sweetheart,Timi Yuro,5.0,66.0,1962-01-31,1962
Let Me Entertain You,Ray Anthony,2.0,96.0,1962-12-12,1962
Let Me Go The Right Way,The Supremes,6.0,90.0,1962-12-05,1962
Let Me In,The Sensations,18.0,4.0,1961-12-27,1961
Let Me Love You,Ray Charles,2.0,94.0,1969-05-14,1969
"Let Me Tell You, Babe",Nat King Cole,4.0,90.0,1966-08-03,1966
Let The Four Winds Blow,Fats Domino,11.0,15.0,1961-07-26,1961
Let The Good Times Roll,Ray Charles,5.0,48.0,1960-01-06,1960
Let The Good Times Roll & Feel So Good,Bunny Sigler,11.0,22.0,1967-06-21,1967
Let The Heartaches Begin,Long John Baldry,2.0,88.0,1968-01-10,1968
Let The Little Girl Dance,Billy Bland,20.0,7.0,1960-02-10,1960
Let Them Talk,Little Willie John,1.0,100.0,1960-02-17,1960
Let There Be Drums,Sandy Nelson,16.0,7.0,1961-10-25,1961
Let True Love Begin,Nat King Cole,4.0,73.0,1961-09-13,1961
Let Yourself Go,James Brown And The Famous Flames,7.0,46.0,1968-06-12,1968
Let's Call It A Day Girl,The Razor's Edge,7.0,77.0,1969-07-30,1969
Let's Dance,Chris Montez,14.0,4.0,1969-05-21,1969
Let's Do The Freddie,Chubby Checker,9.0,40.0,1965-03-31,1965
Let's Fall In Love,Peaches & Herb,12.0,21.0,1966-12-28,1966
Let's Get Together,Hayley Mills and Hayley Mills,14.0,8.0,1961-08-30,1961
Let's Go,Floyd Cramer,2.0,90.0,1962-01-31,1962
Let's Go (pony),The Routers,13.0,19.0,1962-10-31,1962
Let's Go Again (Where We Went Last Night),Hank Ballard And The Midnighters,6.0,39.0,1961-02-15,1961
Let's Go Get Stoned,Ray Charles,9.0,31.0,1966-05-25,1966
Let's Go Steady Again,Neil Sedaka,9.0,26.0,1966-04-27,1966
Let's Go Steady For The Summer,The Three G's,3.0,55.0,1958-01-01,1958
Let's Go Trippin',Dick Dale and The Del-Tones,9.0,60.0,1961-11-22,1961
"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters,16.0,6.0,1960-09-14,1960
Let's Hang On!,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",16.0,3.0,1965-10-06,1965
Let's Have A Party,Wanda Jackson,10.0,37.0,1964-05-27,1964
Let's Kiss And Make Up,Bobby Vinton,9.0,38.0,1962-11-28,1962
Let's Limbo Some More,Chubby Checker,10.0,20.0,1963-02-13,1963
Let's Live For Today,The Grass Roots,12.0,8.0,1967-05-10,1967
Let's Lock The Door (And Throw Away The Key),Jay & The Americans,10.0,11.0,1964-12-23,1964
Let's Love,Johnny Mathis,9.0,44.0,1958-12-31,1958
Let's Make A Promise,Peaches & Herb,4.0,75.0,1968-11-06,1968
Let's Make Love Tonight,Bobby Rydell,2.0,98.0,1963-09-25,1963
Let's Move & Groove (Together),Johnny Nash,7.0,88.0,1965-09-22,1965
Let's Spend The Night Together,The Rolling Stones,8.0,55.0,1967-01-18,1967
Let's Start All Over Again,Ronnie Dove,8.0,20.0,1966-04-13,1966
Let's Stomp,Bobby Comstock,6.0,57.0,1963-02-13,1963
Let's Think About Living,Bob Luman,14.0,7.0,1960-08-31,1960
Let's Try Again,Clyde McPhatter,8.0,48.0,1959-12-16,1959
Let's Turkey Trot,Little Eva,10.0,20.0,1963-01-30,1963
Let's Twist Again,Chubby Checker,23.0,8.0,1961-06-14,1961
Let's Work Together (Part 1),Wilbert Harrison,5.0,50.0,1969-12-03,1969
Letter From Sherry,Dale Ward,11.0,25.0,1963-12-25,1963
Letter Full Of Tears,Gladys Knight And The Pips,12.0,19.0,1961-12-06,1961
"Liar, Liar",The Castaways,14.0,12.0,1965-08-11,1965
Licking Stick - Licking Stick (Part 1),James Brown And The Famous Flames,8.0,14.0,1968-05-22,1968
Lie To Me,Brook Benton,10.0,13.0,1962-08-22,1962
Lies,The Knickerbockers,13.0,20.0,1965-12-01,1965
Life,Sly & The Family Stone,3.0,93.0,1968-07-24,1968
Life And Death In G & A,Abaco Dream,6.0,74.0,1969-09-03,1969
Life's A Holiday,Jerry Wallace,1.0,91.0,1961-05-03,1961
Life's Too Short,The Lafayettes,3.0,87.0,1962-07-18,1962
Light My Fire,The Doors,23.0,1.0,1967-05-31,1967
Light Of Love,Peggy Lee,6.0,63.0,1958-10-29,1958
Lightnin' Strikes,Lou Christie,15.0,1.0,1965-12-22,1965
Lightning's Girl,Nancy Sinatra,7.0,24.0,1967-09-20,1967
Like A Baby,Len Barry,9.0,27.0,1965-12-29,1965
Like A Child,Julie Rogers,5.0,67.0,1965-02-10,1965
Like A Rolling Stone,Bob Dylan,12.0,2.0,1965-07-21,1965
Like An Old Time Movie,Scott McKenzie,7.0,24.0,1967-10-18,1967
Like Columbus Did,The Reflections,1.0,96.0,1964-07-08,1964
Like I Love You,Edd Byrnes and Friend,9.0,42.0,1959-08-05,1959
Like Strangers,The Everly Brothers,10.0,22.0,1960-10-26,1960
Like The Big Guys Do,The Rocky Fellers,5.0,55.0,1963-06-26,1963
Like To Get To Know You,Spanky And Our Gang,11.0,17.0,1968-04-17,1968
Like Young,Andre Previn With David Rose,12.0,46.0,1959-05-27,1959
"Like, Long Hair",Paul Revere & The Raiders,6.0,38.0,1961-03-22,1961
Lil' Red Riding Hood,Sam The Sham and the Pharaohs,14.0,2.0,1966-06-08,1966
Lili Marlene,Al Martino,7.0,87.0,1968-04-24,1968
Limbo,The Capris,1.0,99.0,1962-08-15,1962
Limbo Dance,The Champs,1.0,97.0,1962-10-17,1962
Limbo Rock,The Champs,23.0,2.0,1962-05-23,1962
Limelight,Mr. Acker Bilk,3.0,92.0,1962-11-28,1962
Linda,Adam Wade,13.0,28.0,1961-09-27,1961
Linda Lu,Ray Sharpe,13.0,46.0,1959-07-15,1959
Ling-Ting-Tong,Buddy Knox,7.0,65.0,1961-03-01,1961
Lip Sync (To The Tongue Twisters),Len Barry,4.0,84.0,1965-05-26,1965
Lipstick On Your Collar,Connie Francis,17.0,5.0,1959-05-13,1959
Lipstick Traces (On A Cigarette),Benny Spellman,7.0,48.0,1962-05-02,1962
Lisa,Jeanne Black,9.0,43.0,1962-06-13,1962
Listen Here,Eddie Harris,13.0,45.0,1968-06-12,1968
Listen Lonely Girl,Johnny Mathis,8.0,62.0,1964-10-21,1964
Listen People,Herman's Hermits,9.0,3.0,1966-02-16,1966
Listen To The Band,The Monkees,8.0,63.0,1969-06-04,1969
"Listen, They're Playing My Song",Ray Charles,2.0,92.0,1968-10-16,1968
Little Altar Boy,Vic Dana,8.0,45.0,1961-11-22,1961
Little Arrows,Leapy Lee,14.0,16.0,1968-10-09,1968
Little Band Of Gold,James Gilreath,12.0,21.0,1963-03-20,1963
Little Bell,The Dixie Cups,9.0,51.0,1964-12-16,1964
Little Bit O' Soul,The Music Explosion,16.0,2.0,1967-05-10,1967
Little Bitty Girl,Bobby Rydell,15.0,19.0,1960-01-27,1960
Little Bitty Pretty One,Frankie Lymon,8.0,25.0,1960-08-03,1960
Little Black Book,Jimmy Dean,9.0,29.0,1962-09-12,1962
Little Boxes,Pete Seeger,8.0,70.0,1964-04-15,1964
Little Boy,The Crystals,3.0,92.0,1964-01-29,1964
Little Boy (In Grown Up Clothes),The 4 Seasons,6.0,60.0,1965-12-22,1965
Little Boy Blue,Huelyn Duvall,3.0,88.0,1959-06-10,1959
Little Boy Sad,Johnny Burnette,9.0,17.0,1961-02-01,1961
Little Brass Band,David Seville,2.0,78.0,1958-08-20,1958
Little Children,Billy J. Kramer With The Dakotas,15.0,7.0,1964-04-15,1964
Little Coco Palm,Jerry Wallace,9.0,36.0,1959-12-30,1959
"Little Darling, I Need You",Marvin Gaye,7.0,47.0,1966-08-17,1966
Little Deuce Coupe,The Beach Boys,11.0,15.0,1963-08-14,1963
Little Devil,Neil Sedaka,9.0,11.0,1961-04-26,1961
Little Diane,Dion,11.0,8.0,1962-07-04,1962
Little Dipper,The Mickey Mozart Quintet,10.0,30.0,1959-05-06,1959
Little Donna,The Rivieras,3.0,93.0,1964-04-29,1964
Little Eeefin Annie,Joe Perkins,5.0,76.0,1963-09-25,1963
Little Egypt (Ying-Yang),The Coasters,12.0,23.0,1961-04-19,1961
Little Games,The Yardbirds,6.0,51.0,1967-04-19,1967
Little Girl,Ritchie Valens,10.0,8.0,1959-07-08,1959
Little Green Apples,Roger Miller,17.0,2.0,1968-07-03,1968
Little Honda,The Hondells,12.0,9.0,1964-10-14,1964
Little Latin Lupe Lu,The Righteous Brothers,9.0,17.0,1963-05-08,1963
Little Lonely One,Tom Jones,9.0,42.0,1965-05-26,1965
Little Man,Sonny & Cher,7.0,21.0,1966-09-28,1966
Little Marie,Chuck Berry,6.0,54.0,1964-10-21,1964
Little Mary,Fats Domino,2.0,72.0,1958-01-01,1958
Little Miss Blue,Dion,1.0,96.0,1960-11-30,1960
Little Miss Sad,The Five Emprees,6.0,74.0,1965-09-08,1965
Little Miss Stuck-Up,The Playmates,5.0,70.0,1961-03-01,1961
Little Miss Sunshine,Tommy Roe,1.0,99.0,1967-06-07,1967
Little Old Wine Drinker Me,Robert Mitchum,2.0,96.0,1967-08-09,1967
Little Ole Man (Uptight-Everything's Alright),Bill Cosby,11.0,4.0,1967-08-30,1967
"Little Ole Wine Drinker, Me",Dean Martin,6.0,38.0,1967-08-16,1967
Little Pedro,The Olympics,4.0,76.0,1961-03-22,1961
Little Queenie,Chuck Berry,4.0,73.0,1959-04-08,1959
Little Red Rented Rowboat,Joe Dowell,9.0,23.0,1962-06-20,1962
Little Red Riding Hood,Big Bopper,4.0,72.0,1958-11-26,1958
Little Red Rooster,Sam Cooke,10.0,11.0,1963-10-23,1963
Little Serenade,The Ames Brothers,1.0,98.0,1958-01-01,1958
Little Sister,Elvis Presley,13.0,5.0,1961-07-19,1961
Little Star,The Elegants,17.0,1.0,1963-03-13,1963
Little Things,Bobby Goldsboro,12.0,13.0,1965-01-20,1965
Little Things Mean A Lot,Joni James,9.0,35.0,1959-12-23,1959
Little Tin Soldier,The Toy Dolls,4.0,84.0,1962-12-26,1962
Little Town Flirt,Del Shannon,14.0,12.0,1962-12-19,1962
Little Turtle Dove,Otis Williams And His Charms,3.0,95.0,1961-03-08,1961
Little Woman,Bobby Sherman,13.0,3.0,1969-08-20,1969
Little Young Lover,The Impressions,1.0,96.0,1962-07-25,1962
Live,The Merry-Go-Round,4.0,63.0,1967-04-26,1967
Live For Life,Jack Jones,2.0,99.0,1967-11-29,1967
Live Wire,Martha & The Vandellas,7.0,42.0,1964-02-05,1964
Livin' Above Your Head,Jay & The Americans,5.0,76.0,1966-07-27,1966
Livin' Dangerously,The McGuire Sisters,1.0,97.0,1960-01-20,1960
Living A Lie,Al Martino,10.0,22.0,1963-10-23,1963
Living Doll,Cliff Richard and The Drifters,13.0,30.0,1959-10-14,1959
Living For You,Sonny & Cher,2.0,87.0,1966-11-16,1966
Living In The U.s.a.,The Steve Miller Band,2.0,94.0,1968-11-20,1968
Lizzie Borden,The Chad Mitchell Trio,8.0,44.0,1962-01-24,1962
Lo Mucho Que Te Quiero (The More I Love You),Rene & Rene,12.0,14.0,1968-11-20,1968
Locking Up My Heart,The Marvelettes,9.0,44.0,1963-03-20,1963
Loddy Lo,Chubby Checker,13.0,12.0,1963-10-30,1963
Lodi,Creedence Clearwater Revival,7.0,52.0,1969-08-20,1969
Lolita Ya-Ya,The Ventures,7.0,61.0,1962-08-01,1962
Lollipops And Roses,Jack Jones,8.0,54.0,1962-02-28,1962
Lonely Again,Eddy Arnold,2.0,87.0,1967-03-15,1967
Lonely Blue Boy,Conway Twitty,15.0,6.0,1959-12-23,1959
Lonely Blue Nights,Rosie,4.0,66.0,1961-03-08,1961
Lonely Boy,Paul Anka,15.0,1.0,1959-05-27,1959
"Lonely Boy, Lonely Guitar",Duane Eddy,5.0,82.0,1963-05-15,1963
Lonely Drifter,The O'Jays,8.0,59.0,1963-09-11,1963
Lonely For You,Gary Stites,14.0,24.0,1959-04-08,1959
Lonely Guitar,Annette,11.0,50.0,1959-07-01,1959
Lonely Is The Name,Sammy Davis Jr.,3.0,93.0,1968-05-22,1968
Lonely Life,Jackie Wilson,1.0,80.0,1961-06-07,1961
Lonely Man,Elvis Presley With The Jordanaires,5.0,32.0,1961-02-22,1961
Lonely Saturday Night,Don French,3.0,72.0,1959-05-20,1959
Lonely Soldier,Mike Williams,5.0,69.0,1966-07-06,1966
Lonely Street,Andy Williams,16.0,5.0,1961-08-02,1961
Lonely Summer,The Shades Of Blue,6.0,72.0,1966-07-27,1966
Lonely Teardrops,Jackie Wilson,21.0,7.0,1958-11-19,1958
Lonely Teenager,Dion,16.0,12.0,1960-10-12,1960
Lonely Weekends,Charlie Rich,21.0,22.0,1960-03-09,1960
Lonely Winds,The Drifters,9.0,54.0,1960-05-18,1960
Lonesome Number One,Don Gibson,4.0,59.0,1961-11-29,1961
Lonesome Old House,Don Gibson,3.0,71.0,1959-04-29,1959
Lonesome Road,The Wonder Who?,4.0,89.0,1967-07-26,1967
Lonesome Town,Ricky Nelson,18.0,7.0,1958-10-15,1958
Lonesome Whistle Blues,Freddy King,4.0,88.0,1961-05-17,1961
Long As The Rose Is Red,Florraine Darlin,7.0,62.0,1962-08-22,1962
Long Gone Lonesome Blues,Hank Williams Jr.,9.0,67.0,1964-01-29,1964
Long Green,The Fireballs,7.0,73.0,1969-02-19,1969
Long Legged Girl (With The Short Dress On),Elvis Presley With The Jordanaires,5.0,63.0,1967-05-17,1967
Long Line Rider,Bobby Darin,3.0,79.0,1969-02-05,1969
Long Live Love,Sandie Shaw,3.0,97.0,1965-06-09,1965
Long Live Our Love,The Shangri-Las,6.0,33.0,1966-02-02,1966
Long Lonely Nights,Bobby Vinton,7.0,17.0,1965-03-03,1965
Long Tall Shorty,Tommy Tucker,2.0,96.0,1964-05-13,1964
Long Tall Texan,Murry Kellum,11.0,51.0,1963-11-06,1963
"Look At Granny Run, Run",Howard Tate,7.0,67.0,1966-12-21,1966
Look At Me,Dobie Gray,2.0,91.0,1963-01-09,1963
Look At Me Girl,Bobby Vee And The Strangers,8.0,52.0,1966-07-06,1966
Look At Mine,Petula Clark,3.0,89.0,1969-08-06,1969
Look Away,Garnet Mimms,5.0,73.0,1964-10-14,1964
Look For A Star,Deane Hawley,13.0,16.0,1960-06-15,1960
Look For A Star - Part I,Garry Mills,11.0,26.0,1960-06-15,1960
Look Homeward Angel,The Monarchs,13.0,47.0,1964-02-19,1964
Look In My Eyes,The Chantels,12.0,14.0,1965-12-29,1965
Look Of Love,Lesley Gore,9.0,27.0,1964-12-23,1964
Look Over Your Shoulder,The O'Jays,5.0,89.0,1968-06-26,1968
Look Through Any Window,The Hollies,12.0,32.0,1965-11-17,1965
Look Through My Window,The Mamas & The Papas,7.0,24.0,1966-10-19,1966
Look To Your Soul,Johnny Rivers,7.0,49.0,1968-04-03,1968
Look What You've Done,Pozo Seco Singers,9.0,32.0,1966-12-14,1966
Look Who's Blue,Don Gibson,10.0,58.0,1958-09-24,1958
"Look, Here Comes The Sun",The Sunshine Company,5.0,56.0,1968-02-07,1968
Look-Ka Py Py,The Meters,5.0,72.0,1969-12-03,1969
Lookin' For A Love,The Valentinos,8.0,72.0,1962-08-15,1962
Lookin' For Love,Ray Conniff And The Singers,2.0,94.0,1966-10-05,1966
Looking Back,Nat King Cole,6.0,70.0,1968-12-04,1968
Looking For A Fox,Clarence Carter,8.0,62.0,1968-01-17,1968
Looking For Love,Connie Francis,7.0,45.0,1964-07-15,1964
Looking Through The Eyes Of Love,Gene Pitney,8.0,28.0,1965-07-21,1965
Looking With My Eyes,Dionne Warwick,8.0,64.0,1965-09-29,1965
Loop De Loop,Johnny Thunder,11.0,4.0,1962-12-19,1962
Lose Her,Bobby Rydell,4.0,69.0,1962-02-14,1962
Losing You,Brenda Lee,13.0,6.0,1965-03-10,1965
Losing Your Love,Jim Reeves,3.0,89.0,1961-11-01,1961
Lost,Jerry Butler,6.0,62.0,1967-12-27,1967
Lost Love,H.B. Barnum,7.0,35.0,1961-01-04,1961
Lost Someone,James Brown And The Famous Flames,12.0,48.0,1961-12-13,1961
Louie Louie,The Kingsmen,18.0,2.0,1963-11-06,1963
"Louie, Louie",The Sandpipers,7.0,30.0,1966-10-19,1966
Louisiana Man,Pozo Seco Singers,3.0,97.0,1968-04-17,1968
Love (Can Make You Happy),Mercy,13.0,2.0,1969-04-09,1969
Love (I'm So Glad) I Found You,The Spinners,1.0,91.0,1961-11-15,1961
Love (Makes Me Do Foolish Things),Martha & The Vandellas,7.0,70.0,1965-12-08,1965
Love (Makes the World Go 'round),Paul Anka,8.0,26.0,1963-01-16,1963
Love Attack,James Carr,1.0,99.0,1966-07-27,1966
Love Bones,Johnnie Taylor,3.0,67.0,1969-12-17,1969
Love Bug,Jack Jones,6.0,71.0,1965-12-08,1965
Love Bug Leave My Heart Alone,Martha & The Vandellas,9.0,25.0,1967-08-16,1967
Love Came To Me,Dion,11.0,10.0,1962-11-07,1962
Love Can't Wait,Marty Robbins,6.0,69.0,1962-04-25,1962
Love Child,Diana Ross & The Supremes,16.0,1.0,1968-10-16,1968
Love Explosion,Troy Keyes,3.0,92.0,1968-02-14,1968
Love Eyes,Nancy Sinatra,8.0,15.0,1967-03-22,1967
Love For Sale,Arthur Lyman Group,11.0,43.0,1963-01-30,1963
Love In Every Room,Paul Mauriat And His Orchestra,6.0,60.0,1968-05-08,1968
Love In The City,The Turtles,2.0,91.0,1969-10-08,1969
Love In Them There Hills,The Vibrations,2.0,93.0,1968-04-17,1968
Love Is A 5-Letter Word,James Phelps,7.0,66.0,1965-05-05,1965
Love Is A Doggone Good Thing,Eddie Floyd,1.0,97.0,1967-08-23,1967
Love Is A Hurtin' Thing,Lou Rawls,14.0,13.0,1966-09-07,1966
Love Is All Around,The Troggs,16.0,7.0,1968-02-21,1968
Love Is All I Have To Give,"The Checkmates, Ltd.",7.0,65.0,1969-04-02,1969
Love Is All We Need,Tommy Edwards,16.0,15.0,1964-07-08,1964
Love Is Blue,Al Martino,7.0,57.0,1968-02-07,1968
Love Is Blue (L'Amour Est Bleu),Claudine Longet,9.0,71.0,1968-02-21,1968
Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,18.0,1.0,1968-01-03,1968
Love Is Here And Now You're Gone,The Supremes,11.0,1.0,1967-01-25,1967
Love Is Just A Four-Letter Word,Joan Baez,4.0,86.0,1969-04-23,1969
Love Is Like An Itching In My Heart,The Supremes,8.0,9.0,1966-04-27,1966
"Love Is Me, Love Is You",Connie Francis,6.0,66.0,1966-03-16,1966
Love Is Strange,Peaches & Herb,9.0,13.0,1967-09-27,1967
Love Is The Sweetest Thing,Saverio Saridis,5.0,86.0,1962-01-24,1962
Love Letters,Ketty Lester,14.0,5.0,1962-02-21,1962
Love Machine,The O'Kaysions,6.0,76.0,1968-11-20,1968
Love Makes A Woman,Barbara Acklin,12.0,15.0,1968-07-10,1968
Love Makes The World Go 'round,Perry Como,10.0,33.0,1958-10-08,1958
Love Makes The World Go Round,Deon Jackson,14.0,11.0,1966-01-19,1966
Love Man,Otis Redding,5.0,72.0,1969-05-21,1969
Love Me,Bobby Hebb,3.0,84.0,1966-12-28,1966
Love Me All The Way,Kim Weston,5.0,88.0,1963-07-03,1963
Love Me As I Love You,George Maharis,6.0,54.0,1962-08-01,1962
Love Me As Though There Were No Tomorrow,Sonny Knight,1.0,100.0,1965-02-03,1965
Love Me Do,The Beatles,14.0,1.0,1964-04-08,1964
Love Me Forever,Roger Williams,5.0,60.0,1967-05-03,1967
Love Me In The Daytime,Doris Day,1.0,100.0,1959-05-06,1959
Love Me Now,Brook Benton,1.0,100.0,1965-06-30,1965
Love Me Tender,Richard Chamberlain,9.0,21.0,1962-10-03,1962
Love Me Tonight,Tom Jones,11.0,13.0,1969-05-21,1969
Love Me Two Times,The Doors,7.0,25.0,1967-12-06,1967
Love Me Warm And Tender,Paul Anka,12.0,12.0,1962-02-21,1962
Love Me With All Of Your Heart,The Bachelors,6.0,38.0,1966-04-13,1966
Love Me With All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,15.0,3.0,1964-04-08,1964
Love Of My Life,The Everly Brothers,6.0,40.0,1958-11-19,1958
Love Of The Common People,The Winstons,6.0,54.0,1969-09-17,1969
Love Potion No. 9,The Clovers,17.0,23.0,1959-09-09,1959
Love Potion Number Nine,The Searchers,14.0,3.0,1964-11-25,1964
Love Power,The Sandpebbles,12.0,22.0,1967-11-22,1967
Love Takes A Long Time Growing,Deon Jackson,5.0,77.0,1966-04-27,1966
"Love Theme From ""Romeo And Juliet"" (A Time For Us)",Johnny Mathis,3.0,96.0,1969-07-23,1969
"Love Theme From ""The Sandpiper"" (The Shadow Of Your Smile)",Tony Bennett,6.0,95.0,1965-11-10,1965
Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,14.0,1.0,1969-05-07,1969
Love Walked In,The Flamingos,10.0,30.0,1959-09-30,1959
Love Will Find A Way,Jackie DeShannon,8.0,40.0,1969-10-29,1969
Love With The Proper Stranger,Jack Jones,8.0,62.0,1964-02-12,1964
Love You Most Of All,Sam Cooke,16.0,26.0,1958-11-12,1958
Love You So,Ron Holden with The Thunderbirds,19.0,7.0,1960-03-30,1960
Love You So Much,New Colony Six,6.0,61.0,1967-02-15,1967
Love's Been Good To Me,Frank Sinatra,4.0,75.0,1969-09-10,1969
Love's Made A Fool Of You,Bobby Fuller Four,6.0,26.0,1966-04-13,1966
Lovedrops,Mickey & Sylvia,1.0,97.0,1961-08-02,1961
"Lovely, Lovely (Loverly, Loverly)",Chubby Checker,4.0,70.0,1964-12-30,1964
Lover Come Back,Doris Day,1.0,98.0,1962-04-04,1962
Lover Come Back To Me,The Cleftones,1.0,95.0,1962-12-26,1962
Lover Please,Clyde McPhatter,14.0,7.0,1962-02-28,1962
Lover's Holiday,Peggy Scott & Jo Jo Benson,12.0,31.0,1968-06-05,1968
Lover's Island,The Blue Jays,9.0,31.0,1961-08-09,1961
Lover's Prayer,Wallace Brothers,2.0,97.0,1964-08-26,1964
Lovers Always Forgive,Gladys Knight And The Pips,5.0,89.0,1964-08-19,1964
"Lovers By Night, Strangers By Day",The Fleetwoods,10.0,36.0,1962-10-10,1962
Lovers Never Say Goodbye,The Flamingos,10.0,52.0,1959-01-14,1959
Lovers Who Wander,Dion,12.0,3.0,1962-04-18,1962
Lovesick Blues,Floyd Cramer,7.0,44.0,1962-04-11,1962
Lovey Dovey,Clyde McPhatter,9.0,25.0,1960-12-14,1960
Lovey Dovey Kinda Lovin',Brenton Wood,2.0,99.0,1968-03-06,1968
Lovey Dovey/You're So Fine,Bunny Sigler,4.0,86.0,1967-10-11,1967
Lovin' Place,Gale Garnett,9.0,54.0,1964-12-02,1964
Lovin' Season,Gene And Debbe,4.0,81.0,1968-06-26,1968
Lovin' Things,The Grass Roots,7.0,49.0,1969-02-12,1969
Lovin' You,Bobby Darin,8.0,32.0,1967-01-11,1967
Loving You Has Made Me Bananas,Guy Marks,6.0,51.0,1968-04-10,1968
Loving You Is Sweeter Than Ever,Four Tops,8.0,45.0,1966-05-25,1966
Loving You More Every Day,Etta James,6.0,65.0,1964-04-15,1964
Lowdown Popcorn,James Brown,6.0,41.0,1969-08-20,1969
Lucille,The Everly Brothers,10.0,21.0,1960-08-31,1960
Lucky Devil,"Carl Dobkins, Jr.",17.0,25.0,1959-12-02,1959
Lucky Ladybug,Billy & Lillie,13.0,14.0,1958-12-17,1958
Lucky Lips,Cliff Richard,8.0,62.0,1963-07-31,1963
Lullaby Of Love,Frank Gari,12.0,23.0,1966-03-02,1966
Lullaby Of The Leaves,The Ventures,5.0,69.0,1961-04-19,1961
Lumberjack,Brook Benton,7.0,53.0,1964-09-30,1964
Luna Trip,Dickie Goodman,2.0,95.0,1969-09-03,1969
Léah,Roy Orbison,10.0,25.0,1962-10-03,1962
M'Lady,Sly & The Family Stone,3.0,93.0,1968-08-07,1968
M.G. Blues,Jimmy McGriff,3.0,95.0,1963-01-30,1963
M.T.A.,The Kingston Trio,11.0,15.0,1959-06-10,1959
Ma Ma Ma Marie,The Gaylords,1.0,97.0,1958-08-13,1958
MacArthur Park,Richard Harris,13.0,2.0,1969-09-03,1969
Mack The Knife,Bobby Darin,26.0,1.0,1960-04-27,1960
Madrid,Nat King Cole,3.0,85.0,1959-01-28,1959
Magic Bus,The Who,9.0,25.0,1968-08-07,1968
Magic Carpet Ride,Steppenwolf,16.0,3.0,1968-10-02,1968
Magic Is The Night,Kathy Young With The Innocents,3.0,80.0,1961-09-13,1961
